
央视频道,#genre#
CCTV1,http://113.75.187.229:2086/udp/239.77.0.129:5146
CCTV1,http://113.75.187.229:2086/udp/239.77.0.86:5146
CCTV1,http://113.75.187.229:2086/udp/239.77.1.144:5146
CCTV1,http://113.75.187.229:2086/udp/239.77.1.17:5146
CCTV1,http://114.254.84.178:2222/udp/239.3.1.129:8008
CCTV1,http://114.254.94.104:2222/udp/239.3.1.129:8008
CCTV1,http://118.122.103.228:4022/udp/239.93.0.58:5140
CCTV1,http://123.118.4.153:4022/udp/239.3.1.129:8008
CCTV1,http://218.19.111.99:9999/udp/239.77.0.129:5146
CCTV1,http://218.19.111.99:9999/udp/239.77.0.86:5146
CCTV1,http://218.19.111.99:9999/udp/239.77.1.144:5146
CCTV1,http://218.19.111.99:9999/udp/239.77.1.17:5146
CCTV1,http://218.20.55.28:8888/udp/239.77.0.129:5146
CCTV1,http://218.20.55.28:8888/udp/239.77.0.86:5146
CCTV1,http://218.20.55.28:8888/udp/239.77.1.144:5146
CCTV1,http://218.20.55.28:8888/udp/239.77.1.17:5146
CCTV1,http://218.89.233.208:8088/udp/239.93.0.58:5140
CCTV1,http://219.132.165.137:8888/udp/239.77.0.129:5146
CCTV1,http://219.132.165.137:8888/udp/239.77.0.86:5146
CCTV1,http://219.132.165.137:8888/udp/239.77.1.144:5146
CCTV1,http://219.132.165.137:8888/udp/239.77.1.17:5146
CCTV1,http://221.217.169.201:8550/udp/239.3.1.129:8008
CCTV1,http://221.217.169.220:8550/udp/239.3.1.129:8008
CCTV1,http://221.237.92.124:9999/udp/239.93.0.58:5140
CCTV1,http://222.129.32.10:8888/udp/239.3.1.129:8008
CCTV1,http://222.129.34.79:8686/udp/239.3.1.129:8008
CCTV1,http://58.46.248.145:4022/udp/239.76.253.151:9000
CCTV2,http://113.75.187.229:2086/udp/239.77.1.158:5146
CCTV2,http://114.254.84.178:2222/udp/239.3.1.60:8084
CCTV2,http://114.254.94.104:2222/udp/239.3.1.60:8084
CCTV2,http://118.122.103.228:4022/udp/239.93.1.23:6000
CCTV2,http://123.118.4.153:4022/udp/239.3.1.60:8084
CCTV2,http://218.19.111.99:9999/udp/239.77.1.158:5146
CCTV2,http://218.20.55.28:8888/udp/239.77.1.158:5146
CCTV2,http://218.89.233.208:8088/udp/239.93.1.23:6000
CCTV2,http://219.132.165.137:8888/udp/239.77.1.158:5146
CCTV2,http://221.217.169.201:8550/udp/239.3.1.60:8084
CCTV2,http://221.217.169.220:8550/udp/239.3.1.60:8084
CCTV2,http://221.237.92.124:9999/udp/239.93.1.23:6000
CCTV2,http://222.129.32.10:8888/udp/239.3.1.60:8084
CCTV2,http://222.129.34.79:8686/udp/239.3.1.60:8084
CCTV2,http://58.46.248.145:4022/udp/239.76.253.152:9000
CCTV3,http://113.75.187.229:2086/udp/239.77.0.169:5146
CCTV3,http://114.254.84.178:2222/udp/239.3.1.172:8001
CCTV3,http://114.254.94.104:2222/udp/239.3.1.172:8001
CCTV3,http://118.122.103.228:4022/udp/239.93.0.109:5140
CCTV3,http://123.118.4.153:4022/udp/239.3.1.172:8001
CCTV3,http://218.19.111.99:9999/udp/239.77.0.169:5146
CCTV3,http://218.20.55.28:8888/udp/239.77.0.169:5146
CCTV3,http://218.89.233.208:8088/udp/239.93.0.109:5140
CCTV3,http://219.132.165.137:8888/udp/239.77.0.169:5146
CCTV3,http://221.217.169.201:8550/udp/239.3.1.172:8001
CCTV3,http://221.217.169.220:8550/udp/239.3.1.172:8001
CCTV3,http://221.237.92.124:9999/udp/239.93.0.109:5140
CCTV3,http://222.129.32.10:8888/udp/239.3.1.172:8001
CCTV3,http://222.129.34.79:8686/udp/239.3.1.172:8001
CCTV3,http://58.46.248.145:4022/udp/239.76.253.153:9000
CCTV4,http://113.75.187.229:2086/udp/239.77.0.78:5146
CCTV4,http://113.75.187.229:2086/udp/239.77.1.163:5146
